,number_of_group,type_occasion,start_date,end_date,internal_occasion,device,devicecode,qauntity_package_one,quantity_package_double,>420,r-a,task_alarm,mix_task,KPU/KnPU,receipt_without_pack,receipt_without_pack_and_alarm,solved_task
1866,3,pack,2019-08-21 05:14:42,2019-08-21 05:15:52,1,112,2805,,,,,,,,,,
1867,3,issue,2019-08-21 05:15:52,None,1,112,2805,,,,,,,,,,
1868,3,issue,2019-08-21 05:15:52,None,1,112,2805,,,,,,,,,,
1869,3,pack,2019-08-21 05:16:44,2019-08-21 05:16:59,1,112,2805,,,,,,,,,,
1870,3,issue,2019-08-21 05:16:59,None,1,112,2805,,,,,,,,,,
1871,3,pack,2019-08-21 05:17:03,2019-08-21 05:18:35,1,112,2805,,,,,,,,,,
1872,3,pack,2019-08-21 05:19:54,2019-08-21 05:21:33,1,112,2805,,,,,,,,,,
1873,3,receipt,2019-08-21 05:22:14,2019-08-21 05:22:53,0,112,2805,0,1,,,,mix_task,KnPU,,,task_doesn't_solved
1874,4,pack,2019-08-21 05:23:45,2019-08-21 05:25:17,1,112,2805,,,,,,,,,,
1875,4,receipt,2019-08-21 05:26:45,2019-08-21 05:27:09,0,112,2805,3,0,,,,,KPU,,,task_solved
1876,5,pack,2019-08-21 05:27:35,2019-08-21 05:28:33,1,112,2805,,,,,,,,,,
1877,5,receipt,2019-08-21 05:29:29,2019-08-21 05:29:54,0,112,2805,0,1,,,,,KPU,,,task_solved
1878,6,pack,2019-08-21 05:30:53,2019-08-21 05:32:31,1,112,2805,,,,,,,,,,
1879,6,issue,2019-08-21 05:32:31,None,1,112,2805,,,,,,,,,,
1880,6,issue,2019-08-21 05:32:31,None,1,112,2805,,,,,,,,,,
1881,6,pack,2019-08-21 05:32:35,2019-08-21 05:34:30,1,112,2805,,,,,,,,,,
1882,6,pack,2019-08-21 05:36:12,2019-08-21 05:38:36,1,112,2805,,,,,,,,,,
1883,6,issue,2019-08-21 05:38:36,None,1,112,2805,,,,,,,,,,
1884,6,receipt,2019-08-21 05:39:51,2019-08-21 05:40:21,0,112,2805,0,2,,,,,KnPU,,,task_doesn't_solved
1885,1,pack,2019-08-21 04:05:59,2019-08-21 04:07:24,1,158,2953,,,,,,,,,,
1886,1,issue,2019-08-21 04:07:24,None,1,158,2953,,,,,,,,,,
1887,1,pack,2019-08-21 04:17:11,2019-08-21 04:18:18,1,158,2953,,,,,,,,,,
1888,1,issue,2019-08-21 04:18:18,None,1,158,2953,,,,,,,,,,
1889,1,pack,2019-08-21 04:20:15,2019-08-21 04:21:11,1,158,2953,,,,,,,,,,
1890,1,issue,2019-08-21 04:21:11,None,1,158,2953,,,,,,,,,,
1891,1,pack,2019-08-21 05:08:25,2019-08-21 05:09:42,1,163,28432,,,,,,,,,,
1892,1,receipt,2019-08-21 05:10:54,2019-08-21 05:11:08,0,163,28432,0,1,,,,,KPU,,,task_solved
1893,2,pack,2019-08-21 05:12:24,2019-08-21 05:13:14,1,163,28432,,,,,,,,,,
1894,2,receipt,2019-08-21 05:14:12,2019-08-21 05:14:20,0,163,28432,0,1,,,,,KPU,,,task_solved
1895,3,pack,2019-08-21 05:16:06,2019-08-21 05:18:12,1,163,28432,,,,,,,,,,
1896,3,issue,2019-08-21 05:18:12,None,1,163,28432,,,,,,,,,,
1897,3,receipt,2019-08-21 05:19:08,2019-08-21 05:19:41,0,163,28432,0,1,,,,,KPU,,,task_solved
1898,4,pack,2019-08-21 05:20:35,2019-08-21 05:21:29,1,163,28432,,,,,,,,,,
1899,4,receipt,2019-08-21 05:22:41,2019-08-21 05:23:04,0,163,28432,0,1,,,,,KPU,,,task_solved
1900,5,pack,2019-08-21 05:23:55,2019-08-21 05:24:44,1,163,28432,,,,,,,,,,
1901,5,receipt,2019-08-21 05:25:56,2019-08-21 05:26:07,0,163,28432,0,1,,,,,KPU,,,task_solved
1902,6,pack,2019-08-21 05:28:18,2019-08-21 05:29:11,1,163,28432,,,,,,,,,,
1903,6,receipt,2019-08-21 05:29:53,2019-08-21 05:29:57,0,163,28432,0,1,,,,,KPU,,,task_solved
1904,7,pack,2019-08-21 05:30:55,2019-08-21 05:31:46,1,163,28432,,,,,,,,,,
1905,7,receipt,2019-08-21 05:32:43,2019-08-21 05:33:17,0,163,28432,0,1,,,,,KPU,,,task_solved
1906,8,pack,2019-08-21 05:34:02,2019-08-21 05:34:53,1,163,28432,,,,,,,,,,
1907,8,pack,2019-08-21 05:36:33,2019-08-21 05:37:28,1,163,28432,,,,,,,,,,
1908,8,receipt,2019-08-21 05:38:40,2019-08-21 05:39:18,0,163,28432,0,2,,,,,KPU,,,task_solved
1909,9,pack,2019-08-21 05:40:02,2019-08-21 05:40:55,1,163,28432,,,,,,,,,,
1910,9,receipt,2019-08-21 05:42:10,2019-08-21 05:42:18,0,163,28432,0,1,,,,,KPU,,,task_solved
1911,1,pack,2019-08-21 05:02:56,2019-08-21 05:09:52,1,172,3128,,,,,,,,,,
1912,1,alarm,2019-08-21 05:03:03,None,1,172,3128,,,,,,,,,,
1913,1,alarm,2019-08-21 05:03:11,None,1,172,3128,,,,,,,,,,
1914,1,issue,2019-08-21 05:09:52,None,1,172,3128,,,,,,,,,,
1915,1,alarm,2019-08-21 05:12:10,None,0,172,3128,,,,,task_alarm,,,,,
